observation_id,case_id,system_id,replicate,evaluator_id,metric_id,metric_version,score_status,value,numerator,denominator
claude-sonnet-reviewed-reservation-ledger-1,reservation-ledger,claude-sonnet-reviewed,1,demo-oracle,tests.count,1,ok,14,,
claude-sonnet-reviewed-reservation-ledger-1,reservation-ledger,claude-sonnet-reviewed,1,demo-consistency,consistency.satisfied,1,ok,true,,
claude-sonnet-reviewed-reservation-ledger-1,reservation-ledger,claude-sonnet-reviewed,1,demo-consistency,consistency.residual_count,1,ok,0,,
claude-sonnet-reviewed-reservation-ledger-2,reservation-ledger,claude-sonnet-reviewed,2,demo-oracle,oracle.satisfied,1,ok,false,,
claude-sonnet-reviewed-reservation-ledger-2,reservation-ledger,claude-sonnet-reviewed,2,demo-oracle,coverage.statement,1,ok,0.8,,
claude-sonnet-reviewed-reservation-ledger-2,reservation-ledger,claude-sonnet-reviewed,2,demo-oracle,tests.count,1,ok,6,,
claude-sonnet-reviewed-reservation-ledger-2,reservation-ledger,claude-sonnet-reviewed,2,demo-consistency,consistency.satisfied,1,ok,false,,
claude-sonnet-reviewed-reservation-ledger-2,reservation-ledger,claude-sonnet-reviewed,2,demo-consistency,consistency.residual_count,1,ok,4,,
claude-sonnet-reviewed-discount-policy-1,discount-policy,claude-sonnet-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-reviewed-discount-policy-1,discount-policy,claude-sonnet-reviewed,1,demo-oracle,coverage.statement,1,ok,0.76,,
claude-sonnet-reviewed-discount-policy-1,discount-policy,claude-sonnet-reviewed,1,demo-oracle,tests.count,1,ok,13,,
claude-sonnet-reviewed-discount-policy-1,discount-policy,claude-sonnet-reviewed,1,demo-consistency,consistency.satisfied,1,ok,true,,
claude-sonnet-reviewed-discount-policy-1,discount-policy,claude-sonnet-reviewed,1,demo-consistency,consistency.residual_count,1,ok,0,,
claude-sonnet-reviewed-discount-policy-2,discount-policy,claude-sonnet-reviewed,2,demo-oracle,oracle.satisfied,1,ok,false,,
claude-sonnet-reviewed-discount-policy-2,discount-policy,claude-sonnet-reviewed,2,demo-oracle,coverage.statement,1,ok,0.72,,
claude-sonnet-reviewed-discount-policy-2,discount-policy,claude-sonnet-reviewed,2,demo-oracle,tests.count,1,ok,20,,
claude-sonnet-reviewed-discount-policy-2,discount-policy,claude-sonnet-reviewed,2,demo-consistency,consistency.satisfied,1,ok,true,,
claude-sonnet-reviewed-discount-policy-2,discount-policy,claude-sonnet-reviewed,2,demo-consistency,consistency.residual_count,1,ok,0,,
gemini-flash-direct-bounded-counter-1,bounded-counter,gemini-flash-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
gemini-flash-direct-bounded-counter-1,bounded-counter,gemini-flash-direct,1,demo-oracle,coverage.statement,1,ok,0.68,,
gemini-flash-direct-bounded-counter-1,bounded-counter,gemini-flash-direct,1,demo-oracle,tests.count,1,ok,12,,
gemini-flash-direct-bounded-counter-1,bounded-counter,gemini-flash-direct,1,demo-consistency,consistency.satisfied,1,ok,false,,
gemini-flash-direct-bounded-counter-1,bounded-counter,gemini-flash-direct,1,demo-consistency,consistency.residual_count,1,ok,1,,
gemini-flash-direct-bounded-counter-2,bounded-counter,gemini-flash-direct,2,demo-oracle,oracle.satisfied,1,ok,true,,
gemini-flash-direct-bounded-counter-2,bounded-counter,gemini-flash-direct,2,demo-oracle,coverage.statement,1,ok,0.64,,
gemini-flash-direct-bounded-counter-2,bounded-counter,gemini-flash-direct,2,demo-oracle,tests.count,1,ok,19,,
gemini-flash-direct-bounded-counter-2,bounded-counter,gemini-flash-direct,2,demo-consistency,consistency.satisfied,1,ok,true,,
gemini-flash-direct-bounded-counter-2,bounded-counter,gemini-flash-direct,2,demo-consistency,consistency.residual_count,1,ok,0,,
gemini-flash-direct-library-catalog-1,library-catalog,gemini-flash-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
gemini-flash-direct-library-catalog-1,library-catalog,gemini-flash-direct,1,demo-oracle,coverage.statement,1,ok,0.6,,
gemini-flash-direct-library-catalog-1,library-catalog,gemini-flash-direct,1,demo-oracle,tests.count,1,ok,11,,
gemini-flash-direct-library-catalog-1,library-catalog,gemini-flash-direct,1,demo-consistency,consistency.satisfied,1,ok,true,,
gemini-flash-direct-library-catalog-1,library-catalog,gemini-flash-direct,1,demo-consistency,consistency.residual_count,1,ok,0,,
gemini-flash-direct-library-catalog-2,library-catalog,gemini-flash-direct,2,demo-oracle,oracle.satisfied,1,ok,false,,
gemini-flash-direct-library-catalog-2,library-catalog,gemini-flash-direct,2,demo-oracle,coverage.statement,1,ok,0.56,,
gemini-flash-direct-library-catalog-2,library-catalog,gemini-flash-direct,2,demo-oracle,tests.count,1,ok,18,,
gemini-flash-direct-library-catalog-2,library-catalog,gemini-flash-direct,2,demo-consistency,consistency.satisfied,1,ok,false,,
gemini-flash-direct-library-catalog-2,library-catalog,gemini-flash-direct,2,demo-consistency,consistency.residual_count,1,ok,4,,
gemini-flash-direct-temperature-series-1,temperature-series,gemini-flash-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
gemini-flash-direct-temperature-series-1,temperature-series,gemini-flash-direct,1,demo-oracle,coverage.statement,1,ok,0.93,,
gemini-flash-direct-temperature-series-1,temperature-series,gemini-flash-direct,1,demo-oracle,tests.count,1,ok,10,,
gemini-flash-direct-temperature-series-1,temperature-series,gemini-flash-direct,1,demo-consistency,consistency.satisfied,1,ok,true,,
gemini-flash-direct-temperature-series-1,temperature-series,gemini-flash-direct,1,demo-consistency,consistency.residual_count,1,ok,0,,
gemini-flash-direct-temperature-series-2,temperature-series,gemini-flash-direct,2,demo-oracle,oracle.satisfied,1,ok,false,,
gemini-flash-direct-temperature-series-2,temperature-series,gemini-flash-direct,2,demo-oracle,coverage.statement,1,ok,0.89,,
gemini-flash-direct-temperature-series-2,temperature-series,gemini-flash-direct,2,demo-oracle,tests.count,1,ok,17,,
gemini-flash-direct-temperature-series-2,temperature-series,gemini-flash-direct,2,demo-consistency,consistency.satisfied,1,ok,true,,
gemini-flash-direct-temperature-series-2,temperature-series,gemini-flash-direct,2,demo-consistency,consistency.residual_count,1,ok,0,,
gemini-flash-direct-route-planner-1,route-planner,gemini-flash-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
gemini-flash-direct-route-planner-1,route-planner,gemini-flash-direct,1,demo-oracle,coverage.statement,1,ok,0.85,,
gemini-flash-direct-route-planner-1,route-planner,gemini-flash-direct,1,demo-oracle,tests.count,1,ok,9,,
gemini-flash-direct-route-planner-1,route-planner,gemini-flash-direct,1,demo-consistency,consistency.satisfied,1,ok,false,,
gemini-flash-direct-route-planner-1,route-planner,gemini-flash-direct,1,demo-consistency,consistency.residual_count,1,ok,1,,
gemini-flash-direct-route-planner-2,route-planner,gemini-flash-direct,2,demo-oracle,oracle.satisfied,1,ok,false,,
gemini-flash-direct-route-planner-2,route-planner,gemini-flash-direct,2,demo-oracle,coverage.statement,1,not_applicable,,,
gemini-flash-direct-route-planner-2,route-planner,gemini-flash-direct,2,demo-oracle,tests.count,1,ok,16,,
gemini-flash-direct-route-planner-2,route-planner,gemini-flash-direct,2,demo-consistency,consistency.satisfied,1,ok,true,,
gemini-flash-direct-route-planner-2,route-planner,gemini-flash-direct,2,demo-consistency,consistency.residual_count,1,ok,0,,
gemini-flash-direct-reservation-ledger-1,reservation-ledger,gemini-flash-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
gemini-flash-direct-reservation-ledger-1,reservation-ledger,gemini-flash-direct,1,demo-oracle,coverage.statement,1,ok,0.77,,
gemini-flash-direct-reservation-ledger-1,reservation-ledger,gemini-flash-direct,1,demo-oracle,tests.count,1,ok,8,,
gemini-flash-direct-reservation-ledger-1,reservation-ledger,gemini-flash-direct,1,demo-consistency,consistency.satisfied,1,ok,true,,
gemini-flash-direct-reservation-ledger-1,reservation-ledger,gemini-flash-direct,1,demo-consistency,consistency.residual_count,1,ok,0,,
gemini-flash-direct-reservation-ledger-2,reservation-ledger,gemini-flash-direct,2,demo-oracle,oracle.satisfied,1,ok,false,,
gemini-flash-direct-reservation-ledger-2,reservation-ledger,gemini-flash-direct,2,demo-oracle,coverage.statement,1,ok,0.73,,
gemini-flash-direct-reservation-ledger-2,reservation-ledger,gemini-flash-direct,2,demo-oracle,tests.count,1,ok,15,,
gemini-flash-direct-reservation-ledger-2,reservation-ledger,gemini-flash-direct,2,demo-consistency,consistency.satisfied,1,ok,false,,
gemini-flash-direct-reservation-ledger-2,reservation-ledger,gemini-flash-direct,2,demo-consistency,consistency.residual_count,1,ok,4,,
gemini-flash-direct-discount-policy-1,discount-policy,gemini-flash-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
gemini-flash-direct-discount-policy-1,discount-policy,gemini-flash-direct,1,demo-oracle,coverage.statement,1,ok,0.69,,
gemini-flash-direct-discount-policy-1,discount-policy,gemini-flash-direct,1,demo-oracle,tests.count,1,ok,7,,
gemini-flash-direct-discount-policy-1,discount-policy,gemini-flash-direct,1,demo-consistency,consistency.satisfied,1,ok,true,,
gemini-flash-direct-discount-policy-1,discount-policy,gemini-flash-direct,1,demo-consistency,consistency.residual_count,1,ok,0,,
gemini-flash-direct-discount-policy-2,discount-policy,gemini-flash-direct,2,demo-oracle,oracle.satisfied,1,ok,false,,
gemini-flash-direct-discount-policy-2,discount-policy,gemini-flash-direct,2,demo-oracle,coverage.statement,1,ok,0.65,,
gemini-flash-direct-discount-policy-2,discount-policy,gemini-flash-direct,2,demo-oracle,tests.count,1,ok,14,,
gemini-flash-direct-discount-policy-2,discount-policy,gemini-flash-direct,2,demo-consistency,consistency.satisfied,1,ok,true,,
gemini-flash-direct-discount-policy-2,discount-policy,gemini-flash-direct,2,demo-consistency,consistency.residual_count,1,ok,0,,
gemini-flash-reviewed-bounded-counter-1,bounded-counter,gemini-flash-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
gemini-flash-reviewed-bounded-counter-1,bounded-counter,gemini-flash-reviewed,1,demo-oracle,coverage.statement,1,ok,0.61,,
gemini-flash-reviewed-bounded-counter-1,bounded-counter,gemini-flash-reviewed,1,demo-oracle,tests.count,1,ok,6,,
gemini-flash-reviewed-bounded-counter-1,bounded-counter,gemini-flash-reviewed,1,demo-consistency,consistency.satisfied,1,ok,false,,
gemini-flash-reviewed-bounded-counter-1,bounded-counter,gemini-flash-reviewed,1,demo-consistency,consistency.residual_count,1,ok,1,,
gemini-flash-reviewed-bounded-counter-2,bounded-counter,gemini-flash-reviewed,2,demo-oracle,oracle.satisfied,1,ok,true,,
gemini-flash-reviewed-bounded-counter-2,bounded-counter,gemini-flash-reviewed,2,demo-oracle,coverage.statement,1,ok,0.57,,
gemini-flash-reviewed-bounded-counter-2,bounded-counter,gemini-flash-reviewed,2,demo-oracle,tests.count,1,ok,13,,
gemini-flash-reviewed-bounded-counter-2,bounded-counter,gemini-flash-reviewed,2,demo-consistency,consistency.satisfied,1,ok,true,,
gemini-flash-reviewed-bounded-counter-2,bounded-counter,gemini-flash-reviewed,2,demo-consistency,consistency.residual_count,1,ok,0,,
gemini-flash-reviewed-library-catalog-1,library-catalog,gemini-flash-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
gemini-flash-reviewed-library-catalog-1,library-catalog,gemini-flash-reviewed,1,demo-oracle,coverage.statement,1,ok,0.94,,
gemini-flash-reviewed-library-catalog-1,library-catalog,gemini-flash-reviewed,1,demo-oracle,tests.count,1,ok,20,,
gemini-flash-reviewed-library-catalog-1,library-catalog,gemini-flash-reviewed,1,demo-consistency,consistency.satisfied,1,ok,true,,
gemini-flash-reviewed-library-catalog-1,library-catalog,gemini-flash-reviewed,1,demo-consistency,consistency.residual_count,1,ok,0,,
gemini-flash-reviewed-library-catalog-2,library-catalog,gemini-flash-reviewed,2,demo-oracle,oracle.satisfied,1,ok,true,,
gemini-flash-reviewed-library-catalog-2,library-catalog,gemini-flash-reviewed,2,demo-oracle,coverage.statement,1,ok,0.9,,
gemini-flash-reviewed-library-catalog-2,library-catalog,gemini-flash-reviewed,2,demo-oracle,tests.count,1,ok,12,,
gemini-flash-reviewed-library-catalog-2,library-catalog,gemini-flash-reviewed,2,demo-consistency,consistency.satisfied,1,ok,false,,
gemini-flash-reviewed-library-catalog-2,library-catalog,gemini-flash-reviewed,2,demo-consistency,consistency.residual_count,1,ok,4,,
gemini-flash-reviewed-temperature-series-1,temperature-series,gemini-flash-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
gemini-flash-reviewed-temperature-series-1,temperature-series,gemini-flash-reviewed,1,demo-oracle,coverage.statement,1,ok,0.86,,
gemini-flash-reviewed-temperature-series-1,temperature-series,gemini-flash-reviewed,1,demo-oracle,tests.count,1,ok,19,,
gemini-flash-reviewed-temperature-series-1,temperature-series,gemini-flash-reviewed,1,demo-consistency,consistency.satisfied,1,ok,true,,
gemini-flash-reviewed-temperature-series-1,temperature-series,gemini-flash-reviewed,1,demo-consistency,consistency.residual_count,1,ok,0,,
gemini-flash-reviewed-temperature-series-2,temperature-series,gemini-flash-reviewed,2,demo-oracle,oracle.satisfied,1,ok,false,,
gemini-flash-reviewed-temperature-series-2,temperature-series,gemini-flash-reviewed,2,demo-oracle,coverage.statement,1,ok,0.82,,
gemini-flash-reviewed-temperature-series-2,temperature-series,gemini-flash-reviewed,2,demo-oracle,tests.count,1,ok,11,,
gemini-flash-reviewed-temperature-series-2,temperature-series,gemini-flash-reviewed,2,demo-consistency,consistency.satisfied,1,ok,true,,
gemini-flash-reviewed-temperature-series-2,temperature-series,gemini-flash-reviewed,2,demo-consistency,consistency.residual_count,1,ok,0,,
gemini-flash-reviewed-route-planner-1,route-planner,gemini-flash-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
gemini-flash-reviewed-route-planner-1,route-planner,gemini-flash-reviewed,1,demo-oracle,coverage.statement,1,ok,0.78,,
gemini-flash-reviewed-route-planner-1,route-planner,gemini-flash-reviewed,1,demo-oracle,tests.count,1,ok,18,,
gemini-flash-reviewed-route-planner-1,route-planner,gemini-flash-reviewed,1,demo-consistency,consistency.satisfied,1,ok,false,,
gemini-flash-reviewed-route-planner-1,route-planner,gemini-flash-reviewed,1,demo-consistency,consistency.residual_count,1,ok,1,,
gemini-flash-reviewed-route-planner-2,route-planner,gemini-flash-reviewed,2,demo-oracle,oracle.satisfied,1,ok,false,,
gemini-flash-reviewed-route-planner-2,route-planner,gemini-flash-reviewed,2,demo-oracle,coverage.statement,1,not_applicable,,,
gemini-flash-reviewed-route-planner-2,route-planner,gemini-flash-reviewed,2,demo-oracle,tests.count,1,ok,10,,
gemini-flash-reviewed-route-planner-2,route-planner,gemini-flash-reviewed,2,demo-consistency,consistency.satisfied,1,ok,true,,
gemini-flash-reviewed-route-planner-2,route-planner,gemini-flash-reviewed,2,demo-consistency,consistency.residual_count,1,ok,0,,
gemini-flash-reviewed-reservation-ledger-1,reservation-ledger,gemini-flash-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
gemini-flash-reviewed-reservation-ledger-1,reservation-ledger,gemini-flash-reviewed,1,demo-oracle,coverage.statement,1,ok,0.7,,
gemini-flash-reviewed-reservation-ledger-1,reservation-ledger,gemini-flash-reviewed,1,demo-oracle,tests.count,1,ok,17,,
gemini-flash-reviewed-reservation-ledger-1,reservation-ledger,gemini-flash-reviewed,1,demo-consistency,consistency.satisfied,1,ok,true,,
gemini-flash-reviewed-reservation-ledger-1,reservation-ledger,gemini-flash-reviewed,1,demo-consistency,consistency.residual_count,1,ok,0,,
gemini-flash-reviewed-reservation-ledger-2,reservation-ledger,gemini-flash-reviewed,2,demo-oracle,oracle.satisfied,1,ok,false,,
gemini-flash-reviewed-reservation-ledger-2,reservation-ledger,gemini-flash-reviewed,2,demo-oracle,coverage.statement,1,ok,0.66,,
gemini-flash-reviewed-reservation-ledger-2,reservation-ledger,gemini-flash-reviewed,2,demo-oracle,tests.count,1,ok,9,,
gemini-flash-reviewed-reservation-ledger-2,reservation-ledger,gemini-flash-reviewed,2,demo-consistency,consistency.satisfied,1,ok,false,,
gemini-flash-reviewed-reservation-ledger-2,reservation-ledger,gemini-flash-reviewed,2,demo-consistency,consistency.residual_count,1,ok,4,,
gemini-flash-reviewed-discount-policy-1,discount-policy,gemini-flash-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
gemini-flash-reviewed-discount-policy-1,discount-policy,gemini-flash-reviewed,1,demo-oracle,coverage.statement,1,ok,0.62,,
gemini-flash-reviewed-discount-policy-1,discount-policy,gemini-flash-reviewed,1,demo-oracle,tests.count,1,ok,16,,
gemini-flash-reviewed-discount-policy-1,discount-policy,gemini-flash-reviewed,1,demo-consistency,consistency.satisfied,1,ok,true,,
gemini-flash-reviewed-discount-policy-1,discount-policy,gemini-flash-reviewed,1,demo-consistency,consistency.residual_count,1,ok,0,,
gemini-flash-reviewed-discount-policy-2,discount-policy,gemini-flash-reviewed,2,demo-oracle,oracle.satisfied,1,ok,false,,
gemini-flash-reviewed-discount-policy-2,discount-policy,gemini-flash-reviewed,2,demo-oracle,coverage.statement,1,ok,0.58,,
gemini-flash-reviewed-discount-policy-2,discount-policy,gemini-flash-reviewed,2,demo-oracle,tests.count,1,ok,8,,
gemini-flash-reviewed-discount-policy-2,discount-policy,gemini-flash-reviewed,2,demo-consistency,consistency.satisfied,1,ok,true,,
gemini-flash-reviewed-discount-policy-2,discount-policy,gemini-flash-reviewed,2,demo-consistency,consistency.residual_count,1,ok,0,,
deepseek-direct-bounded-counter-1,bounded-counter,deepseek-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
deepseek-direct-bounded-counter-1,bounded-counter,deepseek-direct,1,demo-oracle,coverage.statement,1,ok,0.95,,
deepseek-direct-bounded-counter-1,bounded-counter,deepseek-direct,1,demo-oracle,tests.count,1,ok,15,,
deepseek-direct-bounded-counter-1,bounded-counter,deepseek-direct,1,demo-consistency,consistency.satisfied,1,ok,false,,
deepseek-direct-bounded-counter-1,bounded-counter,deepseek-direct,1,demo-consistency,consistency.residual_count,1,ok,1,,
deepseek-direct-bounded-counter-2,bounded-counter,deepseek-direct,2,demo-oracle,oracle.satisfied,1,ok,false,,
deepseek-direct-bounded-counter-2,bounded-counter,deepseek-direct,2,demo-oracle,coverage.statement,1,ok,0.91,,
deepseek-direct-bounded-counter-2,bounded-counter,deepseek-direct,2,demo-oracle,tests.count,1,ok,7,,
deepseek-direct-bounded-counter-2,bounded-counter,deepseek-direct,2,demo-consistency,consistency.satisfied,1,ok,true,,
deepseek-direct-bounded-counter-2,bounded-counter,deepseek-direct,2,demo-consistency,consistency.residual_count,1,ok,0,,
deepseek-direct-library-catalog-1,library-catalog,deepseek-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
deepseek-direct-library-catalog-1,library-catalog,deepseek-direct,1,demo-oracle,coverage.statement,1,ok,0.87,,
deepseek-direct-library-catalog-1,library-catalog,deepseek-direct,1,demo-oracle,tests.count,1,ok,14,,
deepseek-direct-library-catalog-1,library-catalog,deepseek-direct,1,demo-consistency,consistency.satisfied,1,ok,true,,
deepseek-direct-library-catalog-1,library-catalog,deepseek-direct,1,demo-consistency,consistency.residual_count,1,ok,0,,
deepseek-direct-library-catalog-2,library-catalog,deepseek-direct,2,demo-oracle,oracle.satisfied,1,ok,false,,
deepseek-direct-library-catalog-2,library-catalog,deepseek-direct,2,demo-oracle,coverage.statement,1,ok,0.83,,
deepseek-direct-library-catalog-2,library-catalog,deepseek-direct,2,demo-oracle,tests.count,1,ok,6,,
deepseek-direct-library-catalog-2,library-catalog,deepseek-direct,2,demo-consistency,consistency.satisfied,1,ok,false,,
deepseek-direct-library-catalog-2,library-catalog,deepseek-direct,2,demo-consistency,consistency.residual_count,1,ok,4,,
deepseek-direct-temperature-series-1,temperature-series,deepseek-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
deepseek-direct-temperature-series-1,temperature-series,deepseek-direct,1,demo-oracle,coverage.statement,1,ok,0.79,,
deepseek-direct-temperature-series-1,temperature-series,deepseek-direct,1,demo-oracle,tests.count,1,ok,13,,
deepseek-direct-temperature-series-1,temperature-series,deepseek-direct,1,demo-consistency,consistency.satisfied,1,ok,true,,
deepseek-direct-temperature-series-1,temperature-series,deepseek-direct,1,demo-consistency,consistency.residual_count,1,ok,0,,
deepseek-direct-temperature-series-2,temperature-series,deepseek-direct,2,demo-oracle,oracle.satisfied,1,ok,false,,
deepseek-direct-temperature-series-2,temperature-series,deepseek-direct,2,demo-oracle,coverage.statement,1,ok,0.75,,
deepseek-direct-temperature-series-2,temperature-series,deepseek-direct,2,demo-oracle,tests.count,1,ok,20,,
deepseek-direct-temperature-series-2,temperature-series,deepseek-direct,2,demo-consistency,consistency.satisfied,1,ok,true,,
deepseek-direct-temperature-series-2,temperature-series,deepseek-direct,2,demo-consistency,consistency.residual_count,1,ok,0,,
deepseek-direct-route-planner-1,route-planner,deepseek-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
deepseek-direct-route-planner-1,route-planner,deepseek-direct,1,demo-oracle,coverage.statement,1,ok,0.71,,
deepseek-direct-route-planner-1,route-planner,deepseek-direct,1,demo-oracle,tests.count,1,ok,12,,
deepseek-direct-route-planner-1,route-planner,deepseek-direct,1,demo-consistency,consistency.satisfied,1,ok,false,,
deepseek-direct-route-planner-1,route-planner,deepseek-direct,1,demo-consistency,consistency.residual_count,1,ok,1,,
deepseek-direct-route-planner-2,route-planner,deepseek-direct,2,demo-oracle,oracle.satisfied,1,ok,false,,
deepseek-direct-route-planner-2,route-planner,deepseek-direct,2,demo-oracle,coverage.statement,1,not_applicable,,,
deepseek-direct-route-planner-2,route-planner,deepseek-direct,2,demo-oracle,tests.count,1,ok,19,,
deepseek-direct-route-planner-2,route-planner,deepseek-direct,2,demo-consistency,consistency.satisfied,1,ok,true,,
deepseek-direct-route-planner-2,route-planner,deepseek-direct,2,demo-consistency,consistency.residual_count,1,ok,0,,
deepseek-direct-reservation-ledger-1,reservation-ledger,deepseek-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
deepseek-direct-reservation-ledger-1,reservation-ledger,deepseek-direct,1,demo-oracle,coverage.statement,1,ok,0.63,,
deepseek-direct-reservation-ledger-1,reservation-ledger,deepseek-direct,1,demo-oracle,tests.count,1,ok,11,,
deepseek-direct-reservation-ledger-1,reservation-ledger,deepseek-direct,1,demo-consistency,consistency.satisfied,1,ok,true,,
deepseek-direct-reservation-ledger-1,reservation-ledger,deepseek-direct,1,demo-consistency,consistency.residual_count,1,ok,0,,
deepseek-direct-reservation-ledger-2,reservation-ledger,deepseek-direct,2,demo-oracle,oracle.satisfied,1,ok,false,,
deepseek-direct-reservation-ledger-2,reservation-ledger,deepseek-direct,2,demo-oracle,coverage.statement,1,ok,0.59,,
deepseek-direct-reservation-ledger-2,reservation-ledger,deepseek-direct,2,demo-oracle,tests.count,1,ok,18,,
deepseek-direct-reservation-ledger-2,reservation-ledger,deepseek-direct,2,demo-consistency,consistency.satisfied,1,ok,false,,
deepseek-direct-reservation-ledger-2,reservation-ledger,deepseek-direct,2,demo-consistency,consistency.residual_count,1,ok,4,,
deepseek-direct-discount-policy-1,discount-policy,deepseek-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
deepseek-direct-discount-policy-1,discount-policy,deepseek-direct,1,demo-oracle,coverage.statement,1,ok,0.55,,
deepseek-direct-discount-policy-1,discount-policy,deepseek-direct,1,demo-oracle,tests.count,1,ok,10,,
deepseek-direct-discount-policy-1,discount-policy,deepseek-direct,1,demo-consistency,consistency.satisfied,1,ok,true,,
deepseek-direct-discount-policy-1,discount-policy,deepseek-direct,1,demo-consistency,consistency.residual_count,1,ok,0,,
deepseek-direct-discount-policy-2,discount-policy,deepseek-direct,2,demo-oracle,oracle.satisfied,1,ok,false,,
deepseek-direct-discount-policy-2,discount-policy,deepseek-direct,2,demo-oracle,coverage.statement,1,ok,0.92,,
deepseek-direct-discount-policy-2,discount-policy,deepseek-direct,2,demo-oracle,tests.count,1,ok,17,,
deepseek-direct-discount-policy-2,discount-policy,deepseek-direct,2,demo-consistency,consistency.satisfied,1,ok,true,,
deepseek-direct-discount-policy-2,discount-policy,deepseek-direct,2,demo-consistency,consistency.residual_count,1,ok,0,,
deepseek-reviewed-bounded-counter-1,bounded-counter,deepseek-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
deepseek-reviewed-bounded-counter-1,bounded-counter,deepseek-reviewed,1,demo-oracle,coverage.statement,1,ok,0.88,,
deepseek-reviewed-bounded-counter-1,bounded-counter,deepseek-reviewed,1,demo-oracle,tests.count,1,ok,9,,
deepseek-reviewed-bounded-counter-1,bounded-counter,deepseek-reviewed,1,demo-consistency,consistency.satisfied,1,ok,false,,
deepseek-reviewed-bounded-counter-1,bounded-counter,deepseek-reviewed,1,demo-consistency,consistency.residual_count,1,ok,1,,
deepseek-reviewed-bounded-counter-2,bounded-counter,deepseek-reviewed,2,demo-oracle,oracle.satisfied,1,ok,true,,
deepseek-reviewed-bounded-counter-2,bounded-counter,deepseek-reviewed,2,demo-oracle,coverage.statement,1,ok,0.84,,
deepseek-reviewed-bounded-counter-2,bounded-counter,deepseek-reviewed,2,demo-oracle,tests.count,1,ok,16,,
deepseek-reviewed-bounded-counter-2,bounded-counter,deepseek-reviewed,2,demo-consistency,consistency.satisfied,1,ok,true,,
deepseek-reviewed-bounded-counter-2,bounded-counter,deepseek-reviewed,2,demo-consistency,consistency.residual_count,1,ok,0,,
deepseek-reviewed-library-catalog-1,library-catalog,deepseek-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
deepseek-reviewed-library-catalog-1,library-catalog,deepseek-reviewed,1,demo-oracle,coverage.statement,1,ok,0.8,,
deepseek-reviewed-library-catalog-1,library-catalog,deepseek-reviewed,1,demo-oracle,tests.count,1,ok,8,,
deepseek-reviewed-library-catalog-1,library-catalog,deepseek-reviewed,1,demo-consistency,consistency.satisfied,1,ok,true,,
deepseek-reviewed-library-catalog-1,library-catalog,deepseek-reviewed,1,demo-consistency,consistency.residual_count,1,ok,0,,
deepseek-reviewed-library-catalog-2,library-catalog,deepseek-reviewed,2,demo-oracle,oracle.satisfied,1,ok,false,,
deepseek-reviewed-library-catalog-2,library-catalog,deepseek-reviewed,2,demo-oracle,coverage.statement,1,ok,0.76,,
deepseek-reviewed-library-catalog-2,library-catalog,deepseek-reviewed,2,demo-oracle,tests.count,1,ok,15,,
deepseek-reviewed-library-catalog-2,library-catalog,deepseek-reviewed,2,demo-consistency,consistency.satisfied,1,ok,false,,
deepseek-reviewed-library-catalog-2,library-catalog,deepseek-reviewed,2,demo-consistency,consistency.residual_count,1,ok,4,,
deepseek-reviewed-temperature-series-1,temperature-series,deepseek-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
deepseek-reviewed-temperature-series-1,temperature-series,deepseek-reviewed,1,demo-oracle,coverage.statement,1,ok,0.72,,
deepseek-reviewed-temperature-series-1,temperature-series,deepseek-reviewed,1,demo-oracle,tests.count,1,ok,7,,
deepseek-reviewed-temperature-series-1,temperature-series,deepseek-reviewed,1,demo-consistency,consistency.satisfied,1,ok,true,,
deepseek-reviewed-temperature-series-1,temperature-series,deepseek-reviewed,1,demo-consistency,consistency.residual_count,1,ok,0,,
deepseek-reviewed-temperature-series-2,temperature-series,deepseek-reviewed,2,demo-oracle,oracle.satisfied,1,ok,false,,
deepseek-reviewed-temperature-series-2,temperature-series,deepseek-reviewed,2,demo-oracle,coverage.statement,1,ok,0.68,,
deepseek-reviewed-temperature-series-2,temperature-series,deepseek-reviewed,2,demo-oracle,tests.count,1,ok,14,,
deepseek-reviewed-temperature-series-2,temperature-series,deepseek-reviewed,2,demo-consistency,consistency.satisfied,1,ok,true,,
